"term","year","district","school","map.grade","subject","rit","se","percentile","goal.fall.fall","goal.spring.spring","goal.fall.spring","goal.fall.winter","hash.id"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",215,3.4,30,,,,,"aa80aabb9990fbe0422fc77acac2f93110a2b4a75093a3afd2dc9777cb682b16"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",202,3.2,,,,,,"6da4614c24224aadc068eab91735751ea6fabc13ba99626929647b5927f6f5d4"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",118,3.3,1,24,,20,9,"6e5c75d587b7105caa1e9c2e1174489ece908ed5d19ebf39496ee5f49523e3a5"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",115,3.3,1,21,,18,10,"6e5c75d587b7105caa1e9c2e1174489ece908ed5d19ebf39496ee5f49523e3a5"
"fall","2014-2015","ReNEW Charter Schools","AHS",10,"reading",215,3.3,30,2,,2,2,"8a85c02380aa7de26773f613d77ee4c0c9f6729189e58ed89f433d2e3ad390ce"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",185,3.3,,,,,,"8437e002610dc71ff9ee1eea9142df5d5281f7f0510ede8003d53dd2f0a62f90"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",171,3,29,15,,14,8,"5b65eb0457aa074748d2579384f99c7158545a8006b9dc0d291166b4cdb88d77"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",173,3,43,15,,14,8,"5b65eb0457aa074748d2579384f99c7158545a8006b9dc0d291166b4cdb88d77"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",144,3.2,8,20,,19,11,"1ca8927a40f66560bc6e5973dae47b8a3c7eb5abb3970294d6dd625cbc2207fa"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",152,3,26,15,,17,10,"1ca8927a40f66560bc6e5973dae47b8a3c7eb5abb3970294d6dd625cbc2207fa"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",145,3.1,2,20,,18,10,"a7c4644884b4100bf95fe0a9295150025a8b1f861a45419c3447caa5ecd8e633"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",141,3,1,20,,18,10,"a7c4644884b4100bf95fe0a9295150025a8b1f861a45419c3447caa5ecd8e633"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",164,3,54,15,,16,9,"8e4983a1cf89cc9c4d4e6dd42f057a9bc3c593975a7197efbae8a9e87c28b4d9"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",159,3.1,46,15,,17,10,"8e4983a1cf89cc9c4d4e6dd42f057a9bc3c593975a7197efbae8a9e87c28b4d9"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",226,3.3,57,,,,,"194cefdb9e1e5525c8332451ba68aa0fb7b794db7c44871cb7b093ae09106e88"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",168,3,22,16,,14,8,"a1b840883be0c5776f9153f1719b670fd0f3dabf4f5d9ee151024933b6b1e2db"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",171,3,38,15,,14,8,"a1b840883be0c5776f9153f1719b670fd0f3dabf4f5d9ee151024933b6b1e2db"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",164,3,54,15,,16,9,"0489bec1a0b809df75f88abd0ca87cb11ffc0e7345518bc20214068109f2047e"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",156,3,37,15,,17,10,"0489bec1a0b809df75f88abd0ca87cb11ffc0e7345518bc20214068109f2047e"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",143,3,52,18,,15,8,"7d9a53a8cf80ba37902ae91dc2b8ab9d6fe6cfd9d3d2b099b4f0706318174216"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",139,3,34,20,,17,8,"7d9a53a8cf80ba37902ae91dc2b8ab9d6fe6cfd9d3d2b099b4f0706318174216"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",184,3.1,70,13,,13,7,"926eb97979ed7e02f8874bd9679d162a7dcbe0e11cde1c2820ac5a7cd3f7fb11"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",188,3,78,12,,12,7,"926eb97979ed7e02f8874bd9679d162a7dcbe0e11cde1c2820ac5a7cd3f7fb11"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",177,3,53,14,,14,8,"8649fb99eb13e96f19e341f666319b7cb96d3ef60b3a5c383a2cec6a8a0e7bd2"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",170,3.1,26,15,,14,8,"8649fb99eb13e96f19e341f666319b7cb96d3ef60b3a5c383a2cec6a8a0e7bd2"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",176,3.1,43,14,,13,8,"6987fdd7b695b8b3b4f73d42510f65078ccec9c8c4b274c82da811ab0ca8f2b0"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",170,3,35,15,,14,8,"6987fdd7b695b8b3b4f73d42510f65078ccec9c8c4b274c82da811ab0ca8f2b0"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",111,3.7,1,26,,21,10,"fd01e2469d36f03796802866632ff090cad1ffa0ea918f628337df1b27740e67"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",105,4,1,23,,18,10,"fd01e2469d36f03796802866632ff090cad1ffa0ea918f628337df1b27740e67"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",144,3,51,19,,16,8,"530425b6408cec2428b96d153a10b024d49224f8df839f392d656ef1e3dcc659"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",147,3,66,17,,15,8,"530425b6408cec2428b96d153a10b024d49224f8df839f392d656ef1e3dcc659"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",206,3.2,13,,,,,"8d658d4daa4617541ac7288c7f44d622aac1ce90dd51ca83d6d2fcb29dea1eae"
"fall","2014-2015","ReNEW Charter Schools","AHS",11,"reading",200,3.6,6,,,,,"bb014526ba8f3f886288b0b1453ca830235f95d61bc7593859dd9344ac6e521a"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",187,3.3,,,,,,"4f3e641d069b1816f1342260d585117f47bd958c7d4a9724eb0b49efffaef50d"
"fall","2014-2015","ReNEW Charter Schools","AHS",12,"reading",151,3.5,,,,,,"df6a04b6f3db6ce1e13fdca9cc4ebe9c627f80d8d7dd35c9f7167d7bd08d8a8f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",184,3.1,70,13,,13,7,"c9c9a2d6680e791d2dbc1fcc6969c958af240fe77ad6aff23221cbff6333ea48"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",185,3.1,70,13,,12,7,"c9c9a2d6680e791d2dbc1fcc6969c958af240fe77ad6aff23221cbff6333ea48"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",185,3,72,12,,12,7,"d7cf404d56667c6f855b655ec10b22351e898fef41fd9c5a7a70da4e39270c11"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",188,3,78,12,,12,7,"d7cf404d56667c6f855b655ec10b22351e898fef41fd9c5a7a70da4e39270c11"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",179,3,52,14,,13,7,"d143839833073541f3c7b8f127dc5d01e9dbc822a01a427a2d0caafad7d7fa1c"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",171,3,38,15,,14,8,"d143839833073541f3c7b8f127dc5d01e9dbc822a01a427a2d0caafad7d7fa1c"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"math",164,3.1,14,16,,15,8,"7a256fe51d802223cea3b1713a53ef97d56c140f88c613003536c3731d07ff3f"
"fall","2014-2015","ReNEW Charter Schools","SCH",2,"reading",157,3,11,18,,16,9,"7a256fe51d802223cea3b1713a53ef97d56c140f88c613003536c3731d07ff3f"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",200,3.2,94,10,,10,6,"24a1fe441a984244eae8d8fc104001675ba9b9fc626068f68d3ad89644919637"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",183,3,64,13,,13,7,"24a1fe441a984244eae8d8fc104001675ba9b9fc626068f68d3ad89644919637"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",143,3,7,20,,19,11,"7474dd44e0dceb060a88dd844caefce8a169200d4ac97a86859b3d3100a454ee"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",145,3,12,15,,16,10,"7474dd44e0dceb060a88dd844caefce8a169200d4ac97a86859b3d3100a454ee"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",153,3,24,18,,18,10,"0abcf1e25a7afb6fb33d71367110e70c5abd02c2aa0606d1983770c8a51216f8"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",159,3,46,15,,17,10,"0abcf1e25a7afb6fb33d71367110e70c5abd02c2aa0606d1983770c8a51216f8"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",157,3,33,17,,17,10,"a88f080585de1dc2fa4aa783e7a4e62eca8672a030b7f77ca174dd9fa8244b4a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",161,3.2,52,15,,17,10,"a88f080585de1dc2fa4aa783e7a4e62eca8672a030b7f77ca174dd9fa8244b4a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",147,3,66,17,,15,8,"49249ff3f9008085803fe7fef47aa236e504a7bf9a839db2cbca8915a3fc877b"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",112,3.4,1,25,,21,10,"49249ff3f9008085803fe7fef47aa236e504a7bf9a839db2cbca8915a3fc877b"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",157,3,40,15,,17,10,"3ec0a74d141ed736147f23d10e90108ea29c1eb60c90fad2aca4d27ceb6e181e"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",153,3.1,24,18,,18,10,"3ec0a74d141ed736147f23d10e90108ea29c1eb60c90fad2aca4d27ceb6e181e"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",155,3,28,17,,17,10,"a4ac0fd91f70fad4ad697339c7ac96beb65c93516352d2c845b67dbee68a911a"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",157,3,40,15,,17,10,"a4ac0fd91f70fad4ad697339c7ac96beb65c93516352d2c845b67dbee68a911a"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",139,3,4,21,,20,12,"1515fb6d2597751c60e3a9a725ac7f422e085cd2213b637ecdf40759923c5c70"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",132,3,1,15,,16,10,"1515fb6d2597751c60e3a9a725ac7f422e085cd2213b637ecdf40759923c5c70"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",157,3,11,18,,16,9,"d79e0481ae466f9e33b57fb3396063a90cdca9b7bcd5acfe9a114cdae0fed148"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",167,3,19,16,,15,8,"d79e0481ae466f9e33b57fb3396063a90cdca9b7bcd5acfe9a114cdae0fed148"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",191,3.1,84,12,,12,7,"ee905a1c26e669337e1cfa4e2cf861832a60af5c93a81abe511ef7991541be65"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",181,3,63,13,,13,7,"ee905a1c26e669337e1cfa4e2cf861832a60af5c93a81abe511ef7991541be65"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",141,3.1,44,18,,15,8,"04ed17a9dbb3d6c2df03513048e785d5b11b826122315a85ca1924a710cdf95a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",143,3,47,19,,16,8,"04ed17a9dbb3d6c2df03513048e785d5b11b826122315a85ca1924a710cdf95a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",163,3,58,15,,17,10,"dbc4f98711628a0d5495561c73af376d0a19a1644ce12512ddb8cc1e5fae8ed7"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",168,3,65,14,,15,9,"dbc4f98711628a0d5495561c73af376d0a19a1644ce12512ddb8cc1e5fae8ed7"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",173,3,43,15,,14,8,"525e494971c0fcb2c618f734f04a804fe46b58e98f40851bac43288355f85d11"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",175,3.1,40,15,,14,8,"525e494971c0fcb2c618f734f04a804fe46b58e98f40851bac43288355f85d11"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",163,3.4,12,17,,15,8,"b85c9f65a68d094cc7bbf1cbbdd7ac74973b41cb913a79b9c4c1e7754ab87c01"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",156,3.1,10,18,,16,9,"b85c9f65a68d094cc7bbf1cbbdd7ac74973b41cb913a79b9c4c1e7754ab87c01"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",145,3.1,12,15,,16,10,"b851702917a8ed015a634aa2fa7cf546c0d3c7696763258694eefdb608575d3b"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",170,3,70,14,,15,9,"b851702917a8ed015a634aa2fa7cf546c0d3c7696763258694eefdb608575d3b"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",167,3,62,14,,15,9,"46347f70227b1587e86705fbcab4ad34c92deedea83cd291850132c7509a781b"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",167,3,70,15,,17,10,"46347f70227b1587e86705fbcab4ad34c92deedea83cd291850132c7509a781b"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",141,3,41,19,,16,8,"0954e07f2466e7b56733189934cc0cecd564519190958287b9cb923134ce8d07"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",141,2.9,44,18,,15,8,"0954e07f2466e7b56733189934cc0cecd564519190958287b9cb923134ce8d07"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"reading",154,3.2,8,18,,17,9,"6d2ea171b5fd8ff6a28276c3bfa2f7bb78cfa7610d3ecaee9aca21866e957a99"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",178,3,49,14,,13,7,"6d2ea171b5fd8ff6a28276c3bfa2f7bb78cfa7610d3ecaee9aca21866e957a99"
"fall","2014-2015","ReNEW Charter Schools","AHS",9,"reading",178,3.7,1,4,,3,2,"eedf014e69708cc4af582c7c35b7039243dd1c37239354c0112332e58dce5a6d"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",130,3.1,12,22,,18,9,"d6c9391cfb3d2d5a7ec0c1abd367c8f56d1ae27293c3ba2b044e1839d0618be6"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",149,3.1,72,17,,14,8,"d6c9391cfb3d2d5a7ec0c1abd367c8f56d1ae27293c3ba2b044e1839d0618be6"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",149,3,72,17,,14,8,"311af0efccdb2bd8d3c87c450ec96bbd99298de32cc7fa11bd243916d0bccdc7"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",140,3,37,20,,16,8,"311af0efccdb2bd8d3c87c450ec96bbd99298de32cc7fa11bd243916d0bccdc7"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",146,3,11,19,,19,11,"b12833f53aa166e409d5ccbae6be5ed72b762b72f8b17a52df5d5b315e8a4879"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",134,3.2,2,15,,16,10,"b12833f53aa166e409d5ccbae6be5ed72b762b72f8b17a52df5d5b315e8a4879"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",144,3,10,15,,16,10,"3440d4d94aca59164ca3d025c65aec923b39e784d1693fb3c792769e0de88e01"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",147,3.1,12,19,,19,11,"3440d4d94aca59164ca3d025c65aec923b39e784d1693fb3c792769e0de88e01"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",141,3.1,5,21,,20,11,"f08e57d0bced240e0c2494d4c1fcc676f2fc2d7ea42eec227a0dc9860f0dea45"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",146,3,13,15,,16,10,"f08e57d0bced240e0c2494d4c1fcc676f2fc2d7ea42eec227a0dc9860f0dea45"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"reading",144,3,55,18,,15,8,"07800fe172156705754746de875ec569c12a86d59919ccfcf9a39ff1a94fe75d"
"fall","2014-2015","ReNEW Charter Schools","DTA",0,"math",139,3,34,20,,17,8,"07800fe172156705754746de875ec569c12a86d59919ccfcf9a39ff1a94fe75d"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",140,3,40,18,,15,9,"faa25bef9697f81954e003c139888c749d0e8251c79e7517b2197cea0f9fb534"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",137,3,28,20,,17,8,"faa25bef9697f81954e003c139888c749d0e8251c79e7517b2197cea0f9fb534"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",157,3,11,18,,16,9,"801920b29a3f7d52e513431d8e9e04b0f7b2562f4ae2d3f2c993bfe05c64c13a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",156,3.1,4,18,,16,9,"801920b29a3f7d52e513431d8e9e04b0f7b2562f4ae2d3f2c993bfe05c64c13a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",179,3,58,13,,13,8,"b24ec46ff0b12ff663e99ef8af9f23d5b86beba19fb9a412f42d767edc4dd86a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",172,3,32,15,,14,8,"b24ec46ff0b12ff663e99ef8af9f23d5b86beba19fb9a412f42d767edc4dd86a"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",132,3.1,16,21,,18,8,"587c5fff6d5e6f6f634c1ccaf810150c82acbc17117627f042df8a7dc51a95c7"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",146,3,62,17,,15,8,"587c5fff6d5e6f6f634c1ccaf810150c82acbc17117627f042df8a7dc51a95c7"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"reading",135,3,2,15,,16,10,"c8bd31e6b5758617b356410d639308eb0af09780fb5f9dafeb07b5bea84a0818"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",137,3,3,22,,20,12,"c8bd31e6b5758617b356410d639308eb0af09780fb5f9dafeb07b5bea84a0818"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",130,3,12,19,,16,9,"635f9403427c4d56e9aff5cd883ebb0be97b52b4c5ec54c0fdf05e73e987b4e6"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",120,3.2,2,24,,20,9,"635f9403427c4d56e9aff5cd883ebb0be97b52b4c5ec54c0fdf05e73e987b4e6"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",123,3.1,1,25,,23,13,"a0d7a1452d219697c90cb3c64de1fb9278cbcdd76f63fc9be96ea60f77ea23f6"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"math",137,3,28,20,,17,8,"082b92ccb8181e132e326be28fddc8e889e3159a98a6367884d07c6631ee1684"
"fall","2014-2015","ReNEW Charter Schools","STA",0,"reading",134,3,21,19,,16,9,"082b92ccb8181e132e326be28fddc8e889e3159a98a6367884d07c6631ee1684"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",116,3.9,1,25,,20,10,"6aaca9c58ecfc6e4ccd5ccea92944d429b2e99502eb4cb8a05c3b6fed0e8fa13"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",123,3.1,3,20,,17,9,"6aaca9c58ecfc6e4ccd5ccea92944d429b2e99502eb4cb8a05c3b6fed0e8fa13"
"fall","2014-2015","ReNEW Charter Schools","STA",1,"math",142,3,6,20,,20,11,"4afb1f55fe37a734c5de897d67b57bb7c016b316057eb2dc257919515750f650"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",148,3,17,15,,16,10,"ad0dc8221f7994aaedb259d3aaf61d56dad4d90903d4ef7364747b411a07f0e2"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",149,3,15,19,,18,11,"ad0dc8221f7994aaedb259d3aaf61d56dad4d90903d4ef7364747b411a07f0e2"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",172,3,75,13,,14,9,"a4a0d2bb4ad701a8f61584a9e3ad34b6a7aa9009d521da44544f784b3d74b3cf"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",171,3,80,15,,17,10,"a4a0d2bb4ad701a8f61584a9e3ad34b6a7aa9009d521da44544f784b3d74b3cf"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",200,3.1,95,10,,10,6,"0e99031a62f5b5beb4bb3bf0908d529ddd47af471fcee4587261196404b5ee96"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",183,3,68,13,,13,7,"0e99031a62f5b5beb4bb3bf0908d529ddd47af471fcee4587261196404b5ee96"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",131,3.1,14,21,,18,9,"913e4e45ae2003f5370bc088eb59b821900c052e6f6c41704ee7ed52ae29a856"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",140,3,40,18,,15,9,"913e4e45ae2003f5370bc088eb59b821900c052e6f6c41704ee7ed52ae29a856"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",140,3,37,20,,16,8,"c2ac0e47943ff3cef1313fbbee2d60e336907656312c5e59ea83bfc2ba75d98c"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",141,3,44,18,,15,8,"c2ac0e47943ff3cef1313fbbee2d60e336907656312c5e59ea83bfc2ba75d98c"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",132,3,16,21,,18,8,"1db521ffc8e8af520f9437d9344a573a1aecc4f578d64d32f8d32ff6523212b9"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",140,3.1,40,18,,15,9,"1db521ffc8e8af520f9437d9344a573a1aecc4f578d64d32f8d32ff6523212b9"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",126,3.3,6,20,,17,9,"3edffaba46f384ce296af1577c1b187a814ff057eba0c0a669d24dd72ebb58d1"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"reading",122,3.1,2,21,,17,9,"bc0986f82accb1800c3eb6bbeefebd98b8c2255b4c0df07a1aab8d402034283d"
"fall","2014-2015","ReNEW Charter Schools","SCH",0,"math",123,3.2,4,23,,19,9,"bc0986f82accb1800c3eb6bbeefebd98b8c2255b4c0df07a1aab8d402034283d"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",159,3,39,16,,17,10,"a980b70a021005cf0800265a02b576e54df30c0e412964b350e8d2bf4a3d5f0f"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",155,3.3,34,15,,17,10,"a980b70a021005cf0800265a02b576e54df30c0e412964b350e8d2bf4a3d5f0f"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",163,3,58,15,,17,10,"2d558ce5d63451df48b2d1531eab28c6e1312309446f27b4d988135fe0b524e8"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",134,3.1,2,15,,16,10,"a33e192751f1fa8af82594164b83d7641d8c77e052cf09777afea61d9951d119"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",122,3.2,1,25,,23,13,"a33e192751f1fa8af82594164b83d7641d8c77e052cf09777afea61d9951d119"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",150,3.1,21,15,,16,10,"656fb5f214a83520f240c6fe81affc6b574a8caaf457cccbc17cc07a0594b75b"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",161,3.2,45,16,,16,10,"656fb5f214a83520f240c6fe81affc6b574a8caaf457cccbc17cc07a0594b75b"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"reading",148,3.1,17,15,,16,10,"05f608da8c1b7951905b586a18421ecd0f7f267999b376795a5b413f9a03aa51"
"fall","2014-2015","ReNEW Charter Schools","SCH",1,"math",149,3.1,15,19,,18,11,"05f608da8c1b7951905b586a18421ecd0f7f267999b376795a5b413f9a03aa51"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"math",136,3.1,25,20,,17,8,"902e63b88ec58b58cd43cc6c1dc6c45b3109a5acddf9903ef702bbab6a5e47c3"
"fall","2014-2015","ReNEW Charter Schools","RCAA",0,"reading",141,2.9,44,18,,15,8,"902e63b88ec58b58cd43cc6c1dc6c45b3109a5acddf9903ef702bbab6a5e47c3"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",163,3.1,20,16,,15,9,"82a8d739d3d2d26da607be0e489b11cd8a948bf22b93ec9d23602a51e0b08596"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",172,3,32,15,,14,8,"82a8d739d3d2d26da607be0e489b11cd8a948bf22b93ec9d23602a51e0b08596"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",185,3.1,70,13,,12,7,"445f307e9c736d5b704b11cffbc77260a407e9c3063af976af13a6eae5feedb0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",181,3,63,13,,13,7,"445f307e9c736d5b704b11cffbc77260a407e9c3063af976af13a6eae5feedb0"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",199,3.3,93,10,,11,6,"edf38e22ca471cc5fc0fd4884fa657415fd2149eddabf65b2715d14e3451a254"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",187,3,75,12,,12,7,"edf38e22ca471cc5fc0fd4884fa657415fd2149eddabf65b2715d14e3451a254"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"math",180,3.1,56,14,,13,7,"095a9dd36d15bac468613da3fab9a54522661ede255237d9336d266bc84bfbb3"
"fall","2014-2015","ReNEW Charter Schools","RCAA",2,"reading",172,3,40,15,,14,8,"095a9dd36d15bac468613da3fab9a54522661ede255237d9336d266bc84bfbb3"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"reading",168,3,73,15,,17,10,"5ee73b5b0d334bb22216b8721c78d6257dc76d3a5c8c13174c9c3f1141d40c06"
"fall","2014-2015","ReNEW Charter Schools","RCAA",1,"math",154,3,26,18,,17,10,"5ee73b5b0d334bb22216b8721c78d6257dc76d3a5c8c13174c9c3f1141d40c06"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",167,3,62,14,,15,9,"65500594898f540d839afca4b97ee85ca9df4a3223945de5e530b2276b68a919"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",163,3,58,15,,17,10,"65500594898f540d839afca4b97ee85ca9df4a3223945de5e530b2276b68a919"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"math",197,3.1,93,11,,11,6,"6f19fcfbe377c2ee6086b750c949c6a8ce98bc5232b3d29fc38853df75d1b597"
"fall","2014-2015","ReNEW Charter Schools","DTA",2,"reading",197,3.1,91,10,,11,6,"6f19fcfbe377c2ee6086b750c949c6a8ce98bc5232b3d29fc38853df75d1b597"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"math",158,3,36,17,,17,10,"dcc77bf9295bf4123b9f9bad8dfe3b05a89300faac765628d319017335b40a56"
"fall","2014-2015","ReNEW Charter Schools","DTA",1,"reading",155,2.9,34,15,,17,10,"dcc77bf9295bf4123b9f9bad8dfe3b05a89300faac765628d319017335b40a56"
"fall","2014-2015","ReNEW Charter Schools","STA",2,"math",160,3,8,17,,15,9,"acf9255037a3566d68421438e049efa70e6912cbedb68ed0e604af24847aa062"
